phi,sigma,Id0,Is0,correlation
0.8978618947001697,194.44648075374195,358.1600689636986,646.4355079614628,-0.04592139321027313
0.7652845504448912,392.51488614752543,356.1178714408141,669.9766444125578,-0.046282308574943996
0.06270613829867389,185.9743482830087,339.0947930970666,587.1346694242258,-0.0509930765251023
0.4007469994737214,192.99814121699856,329.0031574024107,613.3671023481977,-0.05393806354372513
0.6447822088888879,239.93842359282814,356.72777059974896,575.9285458247781,-0.05539339274155669
0.36110808807150574,276.45159158037313,312.8623398423936,626.3528311574381,-0.05540050521343893
0.8994678134695894,33.017298258856584,355.0399564501344,558.6643742560541,-0.05844656182510551
0.1253071871196747,270.938447719787,346.0265886806827,573.5849279845801,-0.061525590701491766
0.9056623443176082,252.7441288265934,332.7341375104911,668.618306136078,-0.06674833333612505
0.26813455900641125,130.86068460331697,348.6204983791792,652.7879250005728,-0.06700557709688236
0.8443753090279107,328.61261980173083,343.40853298922565,629.7190524528357,-0.06803786099572649
0.26837821598385003,348.26657691990937,322.1326459707444,571.5871447133678,-0.06910771922346909
0.19030337885382975,31.070750713631167,353.0387735478736,667.1413252863434,-0.0691548465460582
0.9493339624196875,217.58435496826152,346.1768496188544,624.8801928124358,-0.07048888135104255
0.7563015383139875,354.7418377703608,340.5611968545603,555.2939560058211,-0.07059598637894571
0.6500184508461369,184.50996503724502,345.19435304867585,595.7429916670523,-0.07225592082637994
0.44007177611757653,164.31323489267672,342.93360324736346,610.4039444229088,-0.07228340429207894
0.5516236675462517,360.38726904513555,377.8709205601444,667.8125450941106,-0.07309645359177985
0.8606226597303964,361.3906134851984,301.6549387210703,692.6601282055831,-0.07309739743220443
0.5368546933839572,419.1366212845356,309.70003977685906,555.3589971774894,-0.07510793567504752
0.2174476965445532,72.16562398594417,366.04372572980134,641.2272999455988,-0.07543704592721688
0.20290339433204485,207.45900804756556,332.03020642091394,671.1877790954485,-0.07657204119668747
0.6127417962424876,133.741272149148,351.5928376256794,622.4345021931621,-0.07670389435471994
0.1777235572547089,178.9089040640094,309.43849938126476,629.0135244063092,-0.07929596481812952
0.8945043959878322,309.16059728746956,356.50870725019996,609.9636064894206,-0.07980768064758938
0.26844094229217275,118.30049342233816,343.41051852236075,695.4099996459522,-0.08110747436487653
0.3382799553398419,259.29315125098077,350.57893706563743,567.6093044454964,-0.08118336968679755
0.2574309036541774,57.112677000558264,346.1964217253538,611.5514704752824,-0.0826450671466521
0.23803826406368023,121.56700616893146,367.37802085923255,694.7095948237738,-0.0843251052735386
0.7732060302365468,404.57629952047586,377.2546100226734,634.1163085003609,-0.085290565127616
0.202346317097722,183.28748914089954,330.6135091968387,675.806573303402,-0.08726105584827358
0.6207367010957687,71.18256464777768,351.9709761459594,594.5374526360257,-0.08852951355247068
0.25979759945708014,347.54230987777083,343.33305667071744,619.7631759531528,-0.08926346641877365
0.9392493277026248,94.6888988126756,347.7986113702292,666.1507571990883,-0.08991900147015468
0.09187983960034307,99.40897987005056,320.1352128018897,597.7738396574368,-0.09122631577741518
0.18339322866557484,342.7798705994834,339.8389700701366,597.016497678375,-0.09275999121905187
0.22211065978621936,65.133696825057,313.42438883502433,563.5569963845661,-0.09293959473651002
0.3051717247122756,177.1799046701109,315.15562893578465,612.0202033305751,-0.0983281892835602
0.3954175511035506,138.78666608373652,354.85521034401756,606.5414894712296,-0.0992709253840039
0.6931871882905034,149.07366267903657,350.14111623181316,592.0982916772665,-0.10176382765863802
0.36932849976189763,280.132841942006,348.0896906014113,676.1807420210978,-0.1028890751991655
0.8877254153731137,22.99451934655202,323.1390962237396,576.2462690128492,-0.10350125750584975
0.771687837360862,381.57614716858683,352.311508765744,669.6512318128406,-0.10383671578586112
0.2685230876276933,59.3989701614741,328.3754721383288,699.0116964994327,-0.10683780272320953
0.6841838690966536,243.13841541406362,361.5350686909887,564.0776329032549,-0.10689579858454278
0.1443821055917135,15.416038635985984,337.1707841923611,656.0808313947399,-0.10827343284342546
0.6762403585784978,245.83812324259156,319.3486813100849,608.6813340239826,-0.11360408179519872
0.8920005878645377,325.04024661987,350.6616182920095,619.2118053520386,-0.1139361513251912
0.615062734902875,318.09573774863185,326.3313935621192,584.9327452670675,-0.1172476945247639
0.08900656084696867,339.9403579663498,378.16295814115836,594.8648806128643,-0.11926164087575637
0.024464191135870395,393.3213187789788,308.65338306925446,611.4658627181187,-0.11989871594960659
0.1978970704714953,212.87626992188186,328.93238486214165,634.7808380606803,-0.120394339384107
0.756707718769632,88.46963716866162,341.3087500736321,588.2658940348049,-0.12127121370115485
0.06763280877992217,112.51074002191162,324.3342904852233,575.6094916436216,-0.1239587558732611
0.14423233353033305,279.51890488200775,378.9245821151694,626.260461296296,-0.12494273299637432
0.9076012970319367,105.33868715887839,317.7346495866036,682.6007991730734,-0.1260953102407986
0.12383919142941469,170.32914922622257,359.1750100829895,670.7636311174098,-0.12934612572320484
0.13512041038286426,24.938677873142623,358.36999981183476,666.2400821019401,-0.1376992501471318
0.005276685898421674,256.9472114548503,367.1562566212634,634.2550546283776,-0.1410295867930654
0.07676977482681868,108.76930901792583,355.2830519098404,628.2732196672249,-0.14119191503415648
0.10632193572824211,269.458598855933,357.74610635605006,595.7381979311575,-0.14662829451363268
0.8204000420121245,171.71618137974707,331.29620490110324,561.3093652049678,-0.14806458512608006
0.170559257867403,188.69748316031223,308.6573853031729,596.826227064575,-0.1488266113716394
0.7987427564933463,320.0168800675941,369.5653484714419,588.4796833784358,-0.15483807665033913
0.11255004840461591,76.56539112917075,300.20307911081824,650.0857349100181,-0.16783962633510177
0.12502333687316236,10.726870438176562,373.5593945505864,634.5405408208552,-0.17494316731317505
0.10365207020908651,190.21888587566963,370.4421428584475,639.3358926914982,-0.1779849314979789
0.19248929448869334,48.4700444717743,320.08050221413043,565.1726122511665,-0.19232850004613133
0.18879532916590958,362.77806065509736,364.0920274767227,693.5512343194202,-0.19592479284347766
0.1474608239624976,165.90296829475915,316.81685827302874,579.9551588212844,-0.19938698152362874
0.1652976515763651,178.89275220396527,336.94774271885433,612.5936602808029,-0.2006075004683313
0.1886194098153926,331.4367943324226,340.7529591797495,562.2926462553058,-0.202278724787477
